amount,date,month,day,primary_category,rolling_spend_7d,prev_transaction_amt,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,local_time_bucket_Night,local_time_bucket_Morning,local_time_bucket_Afternoon,local_time_bucket_Evening,local_time_bucket_Late Night,is_weekend_False,is_weekend_True
171.74,2023-10-27,10,27,Food and Drink,286.17857142857144,478.66,True,False,False,False,False,False,False,False,False,True,False,False,True,False
451.15,2023-11-07,11,7,Travel,280.06714285714287,171.74,False,False,False,False,False,True,False,True,False,False,False,False,True,False
380.2,2023-11-12,11,12,Tech,318.97999999999996,451.15,False,False,False,True,False,False,False,False,True,False,False,False,False,True
104.84,2023-11-14,11,14,Shops,291.3985714285714,380.2,False,False,False,False,False,True,False,True,False,False,False,False,True,False
222.35,2023-11-15,11,15,Shops,272.59000000000003,104.84,False,False,False,False,False,False,True,False,False,True,False,False,True,False
13.97,2023-11-23,11,23,Travel,260.4157142857143,222.35,False,False,False,False,True,False,False,False,False,False,True,False,True,False
329.42,2023-11-23,11,23,Health,239.0957142857143,13.97,False,False,False,False,True,False,False,False,False,False,True,False,True,False
248.55,2023-12-02,12,2,Health,250.06857142857143,329.42,False,False,True,False,False,False,False,True,False,False,False,False,False,True
67.78,2023-12-18,12,18,Shops,195.3014285714286,248.55,False,True,False,False,False,False,False,False,False,True,False,False,True,False
29.76,2024-01-02,1,2,Travel,145.23857142857145,67.78,False,False,False,False,False,True,False,False,False,True,False,False,True,False
313.75,2024-01-11,1,11,Shops,175.08285714285714,29.76,False,False,False,False,True,False,False,True,False,False,False,False,True,False
165.5,2024-01-17,1,17,Travel,166.96142857142857,313.75,False,False,False,False,False,False,True,False,True,False,False,False,True,False
195.42,2024-01-30,1,30,Shops,192.88285714285715,165.5,False,False,False,False,False,True,False,True,False,False,False,False,True,False
19.57,2024-02-13,2,13,Shops,148.6185714285714,195.42,False,False,False,False,False,True,False,False,True,False,False,False,True,False
445.48,2024-02-16,2,16,Food and Drink,176.7514285714286,19.57,True,False,False,False,False,False,False,True,False,False,False,False,True,False
295.36,2024-02-23,2,23,Shops,209.26285714285717,445.48,True,False,False,False,False,False,False,False,True,False,False,False,True,False
413.7,2024-03-02,3,2,Tech,264.1114285714286,295.36,False,False,True,False,False,False,False,False,False,True,False,False,False,True
254.61,2024-03-18,3,18,Travel,255.66285714285715,413.7,False,True,False,False,False,False,False,False,False,True,False,False,True,False
157.18,2024-03-22,3,22,Travel,254.4742857142857,254.61,True,False,False,False,False,False,False,False,True,False,False,False,True,False
49.73,2024-04-05,4,5,Tech,233.6614285714286,157.18,True,False,False,False,False,False,False,True,False,False,False,False,True,False
227.84,2024-04-08,4,8,Travel,263.4142857142857,49.73,False,True,False,False,False,False,False,False,False,True,False,False,True,False
311.87,2024-04-18,4,18,Food and Drink,244.3271428571429,227.84,False,False,False,False,True,False,False,False,True,False,False,False,True,False
4.33,2024-04-18,4,18,Shops,202.75142857142856,311.87,False,False,False,False,True,False,False,True,False,False,False,False,True,False
126.63,2024-04-26,4,26,Travel,161.74142857142857,4.33,True,False,False,False,False,False,False,False,False,False,True,False,True,False
190.6,2024-05-01,5,1,Food and Drink,152.59714285714287,126.63,False,False,False,False,False,False,True,False,True,False,False,False,True,False
455.3,2024-05-10,5,10,Food and Drink,195.18571428571428,190.6,True,False,False,False,False,False,False,False,False,True,False,False,True,False
22.85,2024-05-16,5,16,Shops,191.3457142857143,455.3,False,False,False,False,True,False,False,True,False,False,False,False,True,False
453.81,2024-05-16,5,16,Shops,223.62714285714287,22.85,False,False,False,False,True,False,False,True,False,False,False,False,True,False
200.75,2023-01-05,1,5,Shops,200.75,0.0,False,False,False,False,True,False,False,False,False,False,True,False,True,False
238.86,2023-02-07,2,7,Food and Drink,219.805,200.75,False,False,False,False,False,True,False,False,True,False,False,False,True,False
265.77,2023-03-01,3,1,Shops,235.12666666666667,238.86,False,False,False,False,False,False,True,True,False,False,False,False,True,False
3.4,2023-03-28,3,28,Tech,177.195,265.77,False,False,False,False,False,True,False,True,False,False,False,False,True,False
259.3,2023-04-03,4,3,Shops,193.61599999999999,3.4,False,True,False,False,False,False,False,False,False,True,False,False,True,False
405.07,2023-04-03,4,3,Shops,228.85833333333335,259.3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
47.67,2023-04-15,4,15,Travel,202.9742857142857,405.07,False,False,True,False,False,False,False,False,False,True,False,False,False,True
412.69,2023-05-26,5,26,Shops,233.25142857142856,47.67,True,False,False,False,False,False,False,False,True,False,False,False,True,False
275.73,2023-05-26,5,26,Travel,238.51857142857145,412.69,True,False,False,False,False,False,False,True,False,False,False,False,True,False
127.25,2023-06-01,6,1,Health,218.73000000000002,275.73,False,False,False,False,True,False,False,False,False,True,False,False,True,False
129.05,2023-06-19,6,19,Food and Drink,236.68,127.25,False,True,False,False,False,False,False,False,True,False,False,False,True,False
386.65,2023-06-25,6,25,Shops,254.87285714285716,129.05,False,False,False,True,False,False,False,False,False,True,False,False,False,True
295.77,2023-07-10,7,10,Food and Drink,239.25857142857143,386.65,False,True,False,False,False,False,False,False,False,False,False,True,True,False
436.18,2023-07-12,7,12,Travel,294.76000000000005,295.77,False,False,False,False,False,False,True,True,False,False,False,False,True,False
236.4,2023-07-21,7,21,Tech,269.5757142857143,436.18,True,False,False,False,False,False,False,False,False,True,False,False,True,False
279.91,2023-07-23,7,23,Food and Drink,270.17285714285714,236.4,False,False,False,True,False,False,False,False,False,True,False,False,False,True
89.76,2023-07-28,7,28,Shops,264.81714285714287,279.91,True,False,False,False,False,False,False,False,True,False,False,False,True,False
94.49,2023-07-31,7,31,Shops,259.88,89.76,False,True,False,False,False,False,False,False,True,False,False,False,True,False
463.76,2023-08-01,8,1,Tech,270.8957142857143,94.49,False,False,False,False,False,True,False,False,True,False,False,False,True,False
21.35,2023-08-09,8,9,Health,231.69285714285712,463.76,False,False,False,False,False,False,True,False,False,False,True,False,True,False
118.68,2023-08-29,8,29,Tech,186.33571428571432,21.35,False,False,False,False,False,True,False,False,False,False,False,True,True,False
306.24,2023-09-07,9,7,Shops,196.31285714285715,118.68,False,False,False,False,True,False,False,False,True,False,False,False,True,False
358.35,2023-09-26,9,26,Shops,207.51857142857145,306.24,False,False,False,False,False,True,False,False,False,False,False,True,True,False
333.03,2023-10-01,10,1,Health,242.27142857142857,358.35,False,False,False,True,False,False,False,False,False,True,False,False,False,True
150.41,2023-10-12,10,12,Shops,250.26,333.03,False,False,False,False,True,False,False,False,False,True,False,False,True,False
191.5,2023-11-06,11,6,Health,211.3657142857143,150.41,False,True,False,False,False,False,False,False,False,False,True,False,True,False
372.65,2023-11-22,11,22,Travel,261.5514285714286,191.5,False,False,False,False,False,False,True,False,False,True,False,False,True,False
136.31,2023-12-10,12,10,Travel,264.07,372.65,False,False,False,True,False,False,False,True,False,False,False,False,False,True
60.02,2023-12-23,12,23,Tech,228.8957142857143,136.31,False,False,True,False,False,False,False,False,True,False,False,False,False,True
483.11,2023-12-25,12,25,Tech,246.71857142857144,60.02,False,True,False,False,False,False,False,False,False,False,True,False,True,False
483.61,2023-12-29,12,29,Shops,268.23,483.11,True,False,False,False,False,False,False,False,False,True,False,False,True,False
40.45,2024-01-02,1,2,Shops,252.52142857142857,483.61,False,False,False,False,False,True,False,True,False,False,False,False,True,False
167.28,2024-01-06,1,6,Tech,249.0614285714286,40.45,False,False,True,False,False,False,False,False,False,False,True,False,False,True
386.33,2024-01-11,1,11,Shops,251.0157142857143,167.28,False,False,False,False,True,False,False,False,True,False,False,False,True,False
74.91,2024-01-19,1,19,Food and Drink,242.24428571428572,386.33,True,False,False,False,False,False,False,False,False,False,True,False,True,False
216.06,2024-01-30,1,30,Food and Drink,264.5357142857143,74.91,False,False,False,False,False,True,False,False,False,False,True,False,True,False
66.75,2024-02-10,2,10,Shops,205.0557142857143,216.06,False,False,True,False,False,False,False,True,False,False,False,False,False,True
164.34,2024-02-12,2,12,Shops,159.44571428571427,66.75,False,True,False,False,False,False,False,False,False,True,False,False,True,False
487.08,2024-03-03,3,3,Shops,223.25,164.34,False,False,False,True,False,False,False,True,False,False,False,False,False,True
114.7,2024-03-12,3,12,Shops,215.73857142857142,487.08,False,False,False,False,False,True,False,False,False,True,False,False,True,False
417.69,2024-04-10,4,10,Health,220.21857142857144,114.7,False,False,False,False,False,False,True,False,False,False,True,False,True,False
430.22,2024-04-11,4,11,Shops,270.97714285714284,417.69,False,False,False,False,True,False,False,False,False,False,True,False,True,False
380.09,2024-04-26,4,26,Shops,294.40999999999997,430.22,True,False,False,False,False,False,False,False,False,True,False,False,True,False
374.23,2024-05-18,5,18,Shops,338.3357142857143,380.09,False,False,True,False,False,False,False,False,False,True,False,False,False,True
425.68,2024-05-20,5,20,Shops,375.66999999999996,374.23,False,True,False,False,False,False,False,True,False,False,False,False,True,False
306.42,2024-05-22,5,22,Tech,349.8614285714285,425.68,False,False,False,False,False,False,True,False,True,False,False,False,True,False
363.6,2023-01-11,1,11,Health,363.6,0.0,False,False,False,False,False,False,True,False,False,True,False,False,True,False
84.91,2023-01-15,1,15,Food and Drink,224.255,363.6,False,False,False,True,False,False,False,False,True,False,False,False,False,True
360.76,2023-01-19,1,19,Travel,269.75666666666666,84.91,False,False,False,False,True,False,False,True,False,False,False,False,True,False
268.74,2023-01-23,1,23,Travel,269.5025,360.76,False,True,False,False,False,False,False,False,False,True,False,False,True,False
267.63,2023-01-30,1,30,Travel,269.128,268.74,False,True,False,False,False,False,False,True,False,False,False,False,True,False
26.35,2023-02-18,2,18,Food and Drink,228.665,267.63,False,False,True,False,False,False,False,False,False,True,False,False,False,True
105.32,2023-03-14,3,14,Travel,211.0442857142857,26.35,False,False,False,False,False,True,False,False,True,False,False,False,True,False
403.56,2023-03-14,3,14,Shops,216.75285714285715,105.32,False,False,False,False,False,True,False,True,False,False,False,False,True,False
314.49,2023-03-23,3,23,Shops,249.54999999999998,403.56,False,False,False,False,True,False,False,False,True,False,False,False,True,False
223.27,2023-04-08,4,8,Tech,229.90857142857143,314.49,False,False,True,False,False,False,False,True,False,False,False,False,False,True
472.38,2023-05-10,5,10,Shops,259.0,223.27,False,False,False,False,False,False,True,False,True,False,False,False,True,False
30.39,2023-06-20,6,20,Travel,225.10857142857142,472.38,False,False,False,False,False,True,False,False,True,False,False,False,True,False
52.0,2023-07-07,7,7,Health,228.77285714285716,30.39,True,False,False,False,False,False,False,True,False,False,False,False,True,False
41.03,2023-07-13,7,13,Food and Drink,219.58857142857144,52.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False
190.13,2023-07-27,7,27,Shops,189.0985714285714,41.03,False,False,False,False,True,False,False,True,False,False,False,False,True,False
298.16,2023-07-28,7,28,Food and Drink,186.7657142857143,190.13,True,False,False,False,False,False,False,False,False,False,False,True,True,False
101.77,2023-08-09,8,9,Travel,169.40857142857143,298.16,False,False,False,False,False,False,True,False,False,True,False,False,True,False
117.0,2023-08-09,8,9,Food and Drink,118.64,101.77,False,False,False,False,False,False,True,False,True,False,False,False,True,False
477.58,2023-08-12,8,12,Shops,182.52428571428572,117.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
457.87,2023-08-19,8,19,Shops,240.50571428571428,477.58,False,False,True,False,False,False,False,False,False,False,False,True,False,True
95.91,2023-09-03,9,3,Health,248.3457142857143,457.87,False,False,False,True,False,False,False,True,False,False,False,False,False,True
387.05,2023-09-07,9,7,Shops,276.47714285714284,95.91,False,False,False,False,True,False,False,False,False,False,True,False,True,False
364.29,2023-10-11,10,11,Travel,285.9242857142857,387.05,False,False,False,False,False,False,True,True,False,False,False,False,True,False
89.31,2023-10-12,10,12,Travel,284.1442857142857,364.29,False,False,False,False,True,False,False,False,False,False,True,False,True,False
189.65,2023-10-23,10,23,Health,294.5228571428571,89.31,False,True,False,False,False,False,False,True,False,False,False,False,True,False
426.37,2023-11-05,11,5,Travel,287.20714285714286,189.65,False,False,False,True,False,False,False,False,False,False,True,False,False,True
241.97,2023-11-05,11,5,Travel,256.3642857142857,426.37,False,False,False,True,False,False,False,True,False,False,False,False,False,True
192.7,2023-11-30,11,30,Travel,270.19142857142856,241.97,False,False,False,False,True,False,False,False,True,False,False,False,True,False
308.18,2023-12-04,12,4,Tech,258.9242857142857,192.7,False,True,False,False,False,False,False,False,False,False,False,True,True,False
342.74,2023-12-05,12,5,Shops,255.8457142857143,308.18,False,False,False,False,False,True,False,False,True,False,False,False,True,False
400.45,2023-12-05,12,5,Shops,300.2942857142857,342.74,False,False,False,False,False,True,False,False,True,False,False,False,True,False
233.22,2023-12-10,12,10,Travel,306.5185714285714,400.45,False,False,False,True,False,False,False,False,False,True,False,False,False,True
142.54,2023-12-19,12,19,Travel,265.9714285714286,233.22,False,False,False,False,False,True,False,False,True,False,False,False,True,False
470.34,2024-01-14,1,14,Food and Drink,298.5957142857143,142.54,False,False,False,True,False,False,False,False,False,False,False,True,False,True
213.92,2024-01-23,1,23,Shops,301.6271428571428,470.34,False,False,False,False,False,True,False,False,False,False,True,False,True,False
319.09,2024-02-05,2,5,Travel,303.1857142857143,213.92,False,True,False,False,False,False,False,False,False,False,True,False,True,False
354.52,2024-02-08,2,8,Shops,304.86857142857144,319.09,False,False,False,False,True,False,False,False,False,False,True,False,True,False
208.52,2024-02-09,2,9,Shops,277.45,354.52,True,False,False,False,False,False,False,False,False,False,True,False,True,False
19.39,2024-02-29,2,29,Shops,246.90285714285713,208.52,False,False,False,False,True,False,False,False,True,False,False,False,True,False
385.3,2024-03-01,3,1,Travel,281.5828571428571,19.39,True,False,False,False,False,False,False,False,True,False,False,False,True,False
77.39,2024-04-14,4,14,Shops,225.44714285714286,385.3,False,False,False,True,False,False,False,False,False,True,False,False,False,True
377.19,2024-04-15,4,15,Travel,248.77142857142854,77.39,False,True,False,False,False,False,False,False,True,False,False,False,True,False
410.66,2024-04-16,4,16,Shops,261.85285714285715,377.19,False,False,False,False,False,True,False,False,False,False,False,True,True,False
269.96,2024-05-04,5,4,Shops,249.77285714285716,410.66,False,False,True,False,False,False,False,False,True,False,False,False,False,True
181.65,2024-05-16,5,16,Shops,245.93428571428572,269.96,False,False,False,False,True,False,False,False,True,False,False,False,True,False
412.17,2024-05-19,5,19,Shops,302.04571428571427,181.65,False,False,False,True,False,False,False,False,False,False,False,True,False,True
208.59,2024-05-20,5,20,Shops,276.8014285714286,412.17,False,True,False,False,False,False,False,False,False,True,False,False,True,False
417.95,2024-05-26,5,26,Shops,325.45285714285717,208.59,False,False,False,True,False,False,False,False,False,True,False,False,False,True
464.23,2024-05-31,5,31,Food and Drink,337.88714285714286,417.95,True,False,False,False,False,False,False,True,False,False,False,False,True,False
441.41,2023-01-06,1,6,Tech,441.41,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
64.3,2023-02-01,2,1,Travel,252.85500000000002,441.41,False,False,False,False,False,False,True,False,False,True,False,False,True,False
272.76,2023-02-05,2,5,Health,259.49,64.3,False,False,False,True,False,False,False,False,False,False,False,True,False,True
167.97,2023-02-25,2,25,Food and Drink,236.61,272.76,False,False,True,False,False,False,False,False,False,False,True,False,False,True
337.52,2023-02-27,2,27,Tech,256.79200000000003,167.97,False,True,False,False,False,False,False,True,False,False,False,False,True,False
404.45,2023-03-07,3,7,Health,281.4016666666667,337.52,False,False,False,False,False,True,False,True,False,False,False,False,True,False
27.52,2023-03-13,3,13,Travel,245.13285714285715,404.45,False,True,False,False,False,False,False,False,True,False,False,False,True,False
213.17,2023-04-05,4,5,Travel,212.52714285714288,27.52,False,False,False,False,False,False,True,False,False,True,False,False,True,False
350.53,2023-05-25,5,25,Health,253.41714285714286,213.17,False,False,False,False,True,False,False,False,False,False,True,False,True,False
147.98,2023-06-13,6,13,Shops,235.59142857142857,350.53,False,False,False,False,False,True,False,True,False,False,False,False,True,False
222.25,2023-06-30,6,30,Shops,243.34571428571425,147.98,True,False,False,False,False,False,False,False,True,False,False,False,True,False
127.15,2023-07-13,7,13,Travel,213.29285714285714,222.25,False,False,False,False,True,False,False,True,False,False,False,False,True,False
208.26,2023-07-23,7,23,Food and Drink,185.26571428571427,127.15,False,False,False,True,False,False,False,False,False,False,False,True,False,True
457.79,2023-07-23,7,23,Shops,246.7328571428571,208.26,False,False,False,True,False,False,False,False,False,True,False,False,False,True
281.49,2023-07-25,7,25,Shops,256.49285714285713,457.79,False,False,False,False,False,True,False,True,False,False,False,False,True,False
267.11,2023-08-01,8,1,Shops,244.57571428571433,281.49,False,False,False,False,False,True,False,False,False,True,False,False,True,False
248.77,2023-08-12,8,12,Food and Drink,258.9742857142857,267.11,False,False,True,False,False,False,False,False,False,True,False,False,False,True
454.79,2023-08-13,8,13,Health,292.19428571428574,248.77,False,False,False,True,False,False,False,True,False,False,False,False,False,True
358.18,2023-09-06,9,6,Travel,325.1985714285714,454.79,False,False,False,False,False,False,True,False,True,False,False,False,True,False
316.27,2023-09-10,9,10,Shops,340.62857142857143,358.18,False,False,False,True,False,False,False,True,False,False,False,False,False,True
219.31,2023-09-30,9,30,Food and Drink,306.56,316.27,False,False,True,False,False,False,False,True,False,False,False,False,False,True
63.82,2023-10-20,10,20,Tech,275.4642857142857,219.31,True,False,False,False,False,False,False,False,False,False,False,True,True,False
224.72,2023-10-21,10,21,Health,269.4085714285714,63.82,False,False,True,False,False,False,False,False,False,False,True,False,False,True
65.44,2023-10-23,10,23,Shops,243.21857142857144,224.72,False,True,False,False,False,False,False,False,False,True,False,False,True,False
329.75,2023-11-03,11,3,Shops,225.3557142857143,65.44,True,False,False,False,False,False,False,False,False,False,True,False,True,False
264.01,2023-11-04,11,4,Shops,211.90285714285713,329.75,False,False,True,False,False,False,False,False,False,True,False,False,False,True
432.41,2023-11-17,11,17,Travel,228.49428571428572,264.01,True,False,False,False,False,False,False,True,False,False,False,False,True,False
390.42,2023-12-10,12,10,Shops,252.93857142857146,432.41,False,False,False,True,False,False,False,False,False,True,False,False,False,True
379.61,2023-12-12,12,12,Shops,298.0514285714286,390.42,False,False,False,False,False,True,False,True,False,False,False,False,True,False
233.98,2023-12-30,12,30,Shops,299.3742857142857,379.61,False,False,True,False,False,False,False,True,False,False,False,False,False,True
454.94,2024-01-03,1,3,Shops,355.01714285714286,233.98,False,False,False,False,False,False,True,False,True,False,False,False,True,False
162.23,2024-02-03,2,3,Food and Drink,331.0857142857143,454.94,False,False,True,False,False,False,False,False,True,False,False,False,False,True
36.97,2024-02-11,2,11,Shops,298.65142857142865,162.23,False,False,False,True,False,False,False,False,True,False,False,False,False,True
191.63,2024-03-17,3,17,Shops,264.2542857142857,36.97,False,False,False,True,False,False,False,False,False,True,False,False,False,True
305.29,2024-03-23,3,23,Travel,252.09285714285716,191.63,False,False,True,False,False,False,False,False,True,False,False,False,False,True
19.25,2024-03-31,3,31,Shops,200.61285714285714,305.29,False,False,False,True,False,False,False,True,False,False,False,False,False,True
137.32,2024-04-01,4,1,Tech,186.8042857142857,19.25,False,True,False,False,False,False,False,True,False,False,False,False,True,False
36.23,2024-04-17,4,17,Health,126.98857142857142,137.32,False,False,False,False,False,False,True,True,False,False,False,False,True,False
93.99,2024-04-22,4,22,Travel,117.24,36.23,False,True,False,False,False,False,False,False,False,False,True,False,True,False
172.0,2024-05-07,5,7,Shops,136.53,93.99,False,False,False,False,False,True,False,False,False,True,False,False,True,False
15.57,2024-05-11,5,11,Travel,111.37857142857142,172.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
475.22,2024-05-18,5,18,Health,135.65428571428572,15.57,False,False,True,False,False,False,False,False,True,False,False,False,False,True
116.03,2023-01-04,1,4,Travel,116.03,0.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False
415.33,2023-01-04,1,4,Travel,265.68,116.03,False,False,False,False,False,False,True,True,False,False,False,False,True,False
266.19,2023-01-06,1,6,Food and Drink,265.84999999999997,415.33,True,False,False,False,False,False,False,False,True,False,False,False,True,False
290.98,2023-02-02,2,2,Shops,272.1325,266.19,False,False,False,False,True,False,False,False,False,True,False,False,True,False
162.81,2023-02-15,2,15,Shops,250.26799999999997,290.98,False,False,False,False,False,False,True,False,True,False,False,False,True,False
79.63,2023-02-22,2,22,Food and Drink,221.82833333333335,162.81,False,False,False,False,False,False,True,True,False,False,False,False,True,False
128.52,2023-02-23,2,23,Food and Drink,208.49857142857144,79.63,False,False,False,False,True,False,False,False,False,False,False,True,True,False
197.65,2023-03-03,3,3,Shops,220.15857142857143,128.52,True,False,False,False,False,False,False,False,False,True,False,False,True,False
337.09,2023-04-03,4,3,Tech,208.98142857142858,197.65,False,True,False,False,False,False,False,False,False,False,True,False,True,False
213.29,2023-04-04,4,4,Shops,201.42428571428573,337.09,False,False,False,False,False,True,False,True,False,False,False,False,True,False
415.99,2023-04-17,4,17,Shops,219.28285714285715,213.29,False,True,False,False,False,False,False,True,False,False,False,False,True,False
234.67,2023-04-27,4,27,Food and Drink,229.54857142857145,415.99,False,False,False,False,True,False,False,False,True,False,False,False,True,False
41.3,2023-05-08,5,8,Shops,224.07285714285715,234.67,False,True,False,False,False,False,False,True,False,False,False,False,True,False
10.61,2023-05-09,5,9,Shops,207.22857142857143,41.3,False,False,False,False,False,True,False,False,True,False,False,False,True,False
67.14,2023-05-26,5,26,Travel,188.5842857142857,10.61,True,False,False,False,False,False,False,False,False,True,False,False,True,False
267.39,2023-05-27,5,27,Shops,178.62714285714284,67.14,False,False,True,False,False,False,False,True,False,False,False,False,False,True
198.87,2023-06-17,6,17,Travel,176.56714285714287,267.39,False,False,True,False,False,False,False,False,True,False,False,False,False,True
490.55,2023-07-06,7,6,Health,187.21857142857144,198.87,False,False,False,False,True,False,False,True,False,False,False,False,True,False
122.41,2023-07-11,7,11,Shops,171.18142857142857,490.55,False,False,False,False,False,True,False,True,False,False,False,False,True,False
18.05,2023-07-28,7,28,Travel,167.85999999999999,122.41,True,False,False,False,False,False,False,True,False,False,False,False,True,False
52.34,2023-08-03,8,3,Food and Drink,173.82142857142858,18.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False
244.4,2023-08-20,8,20,Health,199.1442857142857,52.34,False,False,False,True,False,False,False,False,True,False,False,False,False,True
457.03,2023-09-11,9,11,Shops,226.2357142857143,244.4,False,True,False,False,False,False,False,False,True,False,False,False,True,False
221.11,2023-09-20,9,20,Tech,229.41285714285712,457.03,False,False,False,False,False,False,True,True,False,False,False,False,True,False
459.05,2023-11-14,11,14,Shops,224.91285714285712,221.11,False,False,False,False,False,True,False,True,False,False,False,False,True,False
412.73,2023-11-16,11,16,Shops,266.38714285714286,459.05,False,False,False,False,True,False,False,False,True,False,False,False,True,False
12.69,2023-11-16,11,16,Food and Drink,265.62142857142857,412.73,False,False,False,False,True,False,False,True,False,False,False,False,True,False
238.87,2023-11-24,11,24,Travel,292.2685714285714,12.69,True,False,False,False,False,False,False,True,False,False,False,False,True,False
59.64,2023-11-27,11,27,Shops,265.8742857142857,238.87,False,True,False,False,False,False,False,False,True,False,False,False,True,False
187.54,2023-12-03,12,3,Shops,227.3757142857143,59.64,False,False,False,True,False,False,False,False,False,True,False,False,False,True
21.8,2023-12-12,12,12,Travel,198.90285714285716,187.54,False,False,False,False,False,True,False,True,False,False,False,False,True,False
128.05,2023-12-14,12,14,Food and Drink,151.61714285714288,21.8,False,False,False,False,True,False,False,True,False,False,False,False,True,False
90.25,2024-01-08,1,8,Food and Drink,105.54857142857144,128.05,False,True,False,False,False,False,False,False,True,False,False,False,True,False
277.03,2024-01-20,1,20,Food and Drink,143.31142857142856,90.25,False,False,True,False,False,False,False,False,False,False,True,False,False,True
308.16,2024-02-14,2,14,Tech,153.21,277.03,False,False,False,False,False,False,True,False,True,False,False,False,True,False
36.93,2024-02-14,2,14,Health,149.96571428571428,308.16,False,False,False,False,False,False,True,True,False,False,False,False,True,False
271.35,2024-02-17,2,17,Travel,161.93857142857146,36.93,False,False,True,False,False,False,False,False,True,False,False,False,False,True
183.94,2024-03-14,3,14,Shops,185.10142857142858,271.35,False,False,False,False,True,False,False,False,False,True,False,False,True,False
223.44,2024-03-15,3,15,Shops,198.72857142857143,183.94,True,False,False,False,False,False,False,True,False,False,False,False,True,False
219.18,2024-04-24,4,24,Food and Drink,217.14714285714285,223.44,False,False,False,False,False,False,True,False,False,False,True,False,True,False
228.44,2024-04-30,4,30,Health,210.2057142857143,219.18,False,False,False,False,False,True,False,False,True,False,False,False,True,False
406.34,2024-05-08,5,8,Tech,224.23142857142858,228.44,False,False,False,False,False,False,True,True,False,False,False,False,True,False
317.31,2024-05-24,5,24,Travel,264.2857142857143,406.34,True,False,False,False,False,False,False,False,False,False,True,False,True,False
439.4,2024-05-26,5,26,Shops,288.29285714285714,317.31,False,False,False,True,False,False,False,True,False,False,False,False,False,True
391.61,2024-06-01,6,1,Shops,317.96000000000004,439.4,False,False,True,False,False,False,False,True,False,False,False,False,False,True
166.99,2023-01-10,1,10,Food and Drink,166.99,0.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False
165.4,2023-01-14,1,14,Travel,166.195,166.99,False,False,True,False,False,False,False,False,True,False,False,False,False,True
261.28,2023-02-14,2,14,Travel,197.89,165.4,False,False,False,False,False,True,False,True,False,False,False,False,True,False
406.12,2023-02-17,2,17,Shops,249.9475,261.28,True,False,False,False,False,False,False,True,False,False,False,False,True,False
102.35,2023-02-21,2,21,Tech,220.42799999999997,406.12,False,False,False,False,False,True,False,False,False,True,False,False,True,False
290.63,2023-02-26,2,26,Travel,232.12833333333333,102.35,False,False,False,True,False,False,False,True,False,False,False,False,False,True
498.56,2023-02-28,2,28,Health,270.19,290.63,False,False,False,False,False,True,False,True,False,False,False,False,True,False
290.99,2023-03-06,3,6,Shops,287.9042857142857,498.56,False,True,False,False,False,False,False,False,False,False,False,True,True,False
247.32,2023-03-15,3,15,Food and Drink,299.60714285714283,290.99,False,False,False,False,False,False,True,False,False,False,True,False,True,False
146.06,2023-04-03,4,3,Shops,283.1471428571429,247.32,False,True,False,False,False,False,False,False,True,False,False,False,True,False
420.15,2023-04-04,4,4,Shops,285.15142857142854,146.06,False,False,False,False,False,True,False,False,False,False,True,False,True,False
46.92,2023-04-09,4,9,Tech,277.23285714285714,420.15,False,False,False,True,False,False,False,False,True,False,False,False,False,True
389.39,2023-04-09,4,9,Shops,291.34142857142854,46.92,False,False,False,True,False,False,False,True,False,False,False,False,False,True
302.37,2023-04-16,4,16,Food and Drink,263.31428571428575,389.39,False,False,False,True,False,False,False,True,False,False,False,False,False,True
215.23,2023-05-28,5,28,Shops,252.49142857142857,302.37,False,False,False,True,False,False,False,False,True,False,False,False,False,True
457.53,2023-06-13,6,13,Shops,282.52142857142854,215.23,False,False,False,False,False,True,False,False,False,True,False,False,True,False
39.11,2023-06-14,6,14,Travel,267.24285714285713,457.53,False,False,False,False,False,False,True,False,False,False,False,True,True,False
455.73,2023-07-28,7,28,Food and Drink,272.3257142857143,39.11,True,False,False,False,False,False,False,False,False,True,False,False,True,False
123.38,2023-08-07,8,7,Travel,283.24857142857144,455.73,False,True,False,False,False,False,False,False,True,False,False,False,True,False
90.16,2023-08-24,8,24,Food and Drink,240.50142857142856,123.38,False,False,False,False,True,False,False,False,False,False,False,True,True,False
148.95,2023-08-28,8,28,Shops,218.5842857142857,90.16,False,True,False,False,False,False,False,False,False,True,False,False,True,False
370.0,2023-09-09,9,9,Travel,240.69428571428574,148.95,False,False,True,False,False,False,False,False,True,False,False,False,False,True
434.45,2023-09-10,9,10,Shops,237.39714285714285,370.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.48,2023-09-15,9,15,Tech,232.30714285714288,434.45,True,False,False,False,False,False,False,False,False,True,False,False,True,False
